20021|0002010002|MU2|A|4.0|KONSTITUSI DAN KELEMBAGAAN NEGARA|1026|3.0|6510100100001
20021|0002010002|MU4|A|4.0|MANAJEMEN PEMERINTAHAN|1028|3.0|6510100100001
20021|0002010002|MU7|B|3.0|TEORI POLTIK|1031|3.0|6510100100001
20021|0002010002|MU8|A|4.0|METODOLOGI PENELITIAN|1032|3.0|6510100100001
20021|0002010002|MU9|B|3.0|KEBIJAKAN PUBLIK|1033|3.0|6510100100001
20021|0002010002|TS|T|0.0|TESIS|1035|6.0|6510100100001
20021|0002010002|MU1|A|4.0|TEORI PEMBANGUNAN DALAM PEMERINTAHAN|1022|3.0|6510100100001
20021|0002010003|MU7|B|3.0|TEORI POLTIK|1031|3.0|6510100100002
20021|0002010003|TS|T|0.0|TESIS|1035|6.0|6510100100002
20021|0002010003|MU8|B|3.0|METODOLOGI PENELITIAN|1032|3.0|6510100100002
20021|0002010003|MU4|A|4.0|MANAJEMEN PEMERINTAHAN|1028|3.0|6510100100002
20021|0002010003|MU2|A|4.0|KONSTITUSI DAN KELEMBAGAAN NEGARA|1026|3.0|6510100100002
20021|0002010003|MU1|B|3.0|TEORI PEMBANGUNAN DALAM PEMERINTAHAN|1022|3.0|6510100100002
20021|0002010003|MU9|A|4.0|KEBIJAKAN PUBLIK|1033|3.0|6510100100002
20021|0002010004|MU1|B|3.0|TEORI PEMBANGUNAN DALAM PEMERINTAHAN|1022|3.0|6510100100003
20021|0002010004|MU2|A|4.0|KONSTITUSI DAN KELEMBAGAAN NEGARA|1026|3.0|6510100100003
20021|0002010004|MU4|A|4.0|MANAJEMEN PEMERINTAHAN|1028|3.0|6510100100003
20021|0002010004|MU7|B|3.0|TEORI POLTIK|1031|3.0|6510100100003
20021|0002010004|MU8|B|3.0|METODOLOGI PENELITIAN|1032|3.0|6510100100003
20021|0002010004|MU9|B|3.0|KEBIJAKAN PUBLIK|1033|3.0|6510100100003
20021|0002010005|MU7|B|3.0|TEORI POLTIK|1031|3.0|6510100100004
20021|0002010005|MU8|A|4.0|METODOLOGI PENELITIAN|1032|3.0|6510100100004
20021|0002010005|TS|T|0.0|TESIS|1035|6.0|6510100100004
20021|0002010005|MU4|A|4.0|MANAJEMEN PEMERINTAHAN|1028|3.0|6510100100004
20021|0002010005|MU1|B|3.0|TEORI PEMBANGUNAN DALAM PEMERINTAHAN|1022|3.0|6510100100004
20021|0002010005|MU2|A|4.0|KONSTITUSI DAN KELEMBAGAAN NEGARA|1026|3.0|6510100100004
20021|0002010005|MU9|B|3.0|KEBIJAKAN PUBLIK|1033|3.0|6510100100004
20021|0002010006|MU1|B|3.0|TEORI PEMBANGUNAN DALAM PEMERINTAHAN|1022|3.0|6510100100005
20021|0002010006|MU2|A|4.0|KONSTITUSI DAN KELEMBAGAAN NEGARA|1026|3.0|6510100100005
20021|0002010006|MU4|A|4.0|MANAJEMEN PEMERINTAHAN|1028|3.0|6510100100005
20021|0002010006|MU7|B|3.0|TEORI POLTIK|1031|3.0|6510100100005
20021|0002010006|MU8|A|4.0|METODOLOGI PENELITIAN|1032|3.0|6510100100005
20021|0002010006|MU9|B|3.0|KEBIJAKAN PUBLIK|1033|3.0|6510100100005
20021|0002010007|MU2|A|4.0|KONSTITUSI DAN KELEMBAGAAN NEGARA|1026|3.0|6510100100006
20021|0002010007|MU9|A|4.0|KEBIJAKAN PUBLIK|1033|3.0|6510100100006
20021|0002010007|MU8|B|3.0|METODOLOGI PENELITIAN|1032|3.0|6510100100006
20021|0002010007|MU4|A|4.0|MANAJEMEN PEMERINTAHAN|1028|3.0|6510100100006
20021|0002010007|MU1|B|3.0|TEORI PEMBANGUNAN DALAM PEMERINTAHAN|1022|3.0|6510100100006
20021|0002010007|MU7|B|3.0|TEORI POLTIK|1031|3.0|6510100100006
20021|0002010008|MU1|B|3.0|TEORI PEMBANGUNAN DALAM PEMERINTAHAN|1022|3.0|6510100100007
20021|0002010008|MU2|A|4.0|KONSTITUSI DAN KELEMBAGAAN NEGARA|1026|3.0|6510100100007
20021|0002010008|MU4|A|4.0|MANAJEMEN PEMERINTAHAN|1028|3.0|6510100100007
20021|0002010008|MU7|B|3.0|TEORI POLTIK|1031|3.0|6510100100007
20021|0002010008|MU8|B|3.0|METODOLOGI PENELITIAN|1032|3.0|6510100100007
20021|0002010008|MU9|B|3.0|KEBIJAKAN PUBLIK|1033|3.0|6510100100007
20021|0002010009|MU8|B|3.0|METODOLOGI PENELITIAN|1032|3.0|6510100100008
20021|0002010009|MU7|A|4.0|TEORI POLTIK|1031|3.0|6510100100008
20021|0002010009|MU9|B|3.0|KEBIJAKAN PUBLIK|1033|3.0|6510100100008
20021|0002010009|MU1|B|3.0|TEORI PEMBANGUNAN DALAM PEMERINTAHAN|1022|3.0|6510100100008
20021|0002010009|MU2|A|4.0|KONSTITUSI DAN KELEMBAGAAN NEGARA|1026|3.0|6510100100008
20021|0002010009|MU4|A|4.0|MANAJEMEN PEMERINTAHAN|1028|3.0|6510100100008
20021|0002010010|TS|T|0.0|TESIS|1035|6.0|6510100100009
20021|0002010011|TS|T|0.0|TESIS|1035|6.0|6510100100010
20021|0002010012|TS|T|0.0|TESIS|1035|6.0|6510100100011
20021|0002010014|TS|T|0.0|TESIS|1035|6.0|6510100100012
20021|0002010015|TS|T|0.0|TESIS|1035|6.0|6510100100013
20021|0002010016|TS|T|0.0|TESIS|1035|6.0|6510100100014
20021|0002010017|TS|T|0.0|TESIS|1035|6.0|6510100100015
20021|0002010018|TS|T|0.0|TESIS|1035|6.0|6510100100016
20021|0002010020|MU2|A|4.0|KONSTITUSI DAN KELEMBAGAAN NEGARA|1026|3.0|6510100100017
20021|0002010020|MU9|C|2.0|KEBIJAKAN PUBLIK|1033|3.0|6510100100017
20021|0002010020|MU8|B|3.0|METODOLOGI PENELITIAN|1032|3.0|6510100100017
